,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
0,42,38,39,23288.90484,22961.85,-13736.30328000003,-0.014043375686703219,2023-02-08 05:30:00,2023-02-09 05:30:00,1 days
1,40,46,52,24371.51574,24450.67,3166.1703999999736,0.0032478185125797143,2023-02-16 05:30:00,2023-02-22 05:30:00,6 days
2,41,60,61,23677.019519999998,23465.32,-8679.68031999993,-0.008941138888751365,2023-03-02 05:30:00,2023-03-03 05:30:00,1 days
3,40,72,79,24160.49454,27717.01,142260.61839999995,0.1472037525602734,2023-03-14 05:30:00,2023-03-21 05:30:00,7 days
4,39,88,89,28405.297199999997,28028.53,-14693.920799999938,-0.013263976692347357,2023-03-30 05:30:00,2023-03-31 05:30:00,1 days
5,39,99,105,28380.407519999997,30295.1,74673.00672000006,0.06746529198534934,2023-04-10 05:30:00,2023-04-16 05:30:00,6 days
6,38,108,109,30440.77002,28797.1,-62459.46076000005,-0.05399567812903838,2023-04-19 05:30:00,2023-04-20 05:30:00,1 days
7,37,117,121,29531.71554,28068.26,-54147.8549800001,-0.04955538522703795,2023-04-28 05:30:00,2023-05-02 05:30:00,4 days
8,36,123,126,29084.21232,28848.19,-8496.803520000001,-0.008115135366334014,2023-05-04 05:30:00,2023-05-07 05:30:00,3 days
9,38,137,138,27460.431239999998,26821.28,-24287.74711999997,-0.023275353340736493,2023-05-18 05:30:00,2023-05-19 05:30:00,1 days
10,37,143,144,27274.04922,26329.0,-34966.82114000003,-0.034650125193255055,2023-05-24 05:30:00,2023-05-25 05:30:00,1 days
11,37,147,151,26907.988559999998,27210.36,11187.743280000097,0.011237236827486008,2023-05-28 05:30:00,2023-06-01 05:30:00,4 days
12,38,168,176,26570.02398,30462.67,147920.54875999986,0.14650517526555862,2023-06-18 05:30:00,2023-06-26 05:30:00,8 days
13,37,192,193,30683.3442,30380.0,-11223.735399999983,-0.009886282213005915,2023-07-12 05:30:00,2023-07-13 05:30:00,1 days
14,36,194,195,31517.13846,30312.0,-43384.98455999994,-0.038237559590935,2023-07-14 05:30:00,2023-07-15 05:30:00,1 days
15,36,204,205,30143.9175,29176.5,-34827.029999999984,-0.03209329046232956,2023-07-24 05:30:00,2023-07-25 05:30:00,1 days
16,35,220,223,29829.95082,29426.02,-14137.578699999922,-0.013541115854913688,2023-08-09 05:30:00,2023-08-12 05:30:00,3 days
17,35,226,227,29489.78184,29200.01,-10142.014400000044,-0.009826177812104153,2023-08-15 05:30:00,2023-08-16 05:30:00,1 days
18,38,242,243,27354.58998,25940.77,-53725.15924000001,-0.051684926772205264,2023-08-31 05:30:00,2023-09-01 05:30:00,1 days
19,37,250,251,26307.51,25910.5,-14689.36999999994,-0.015091127970682128,2023-09-08 05:30:00,2023-09-09 05:30:00,1 days
20,37,256,260,26274.444,26527.5,9363.072000000018,0.0096312599421704,2023-09-14 05:30:00,2023-09-18 05:30:00,4 days
21,36,261,264,26816.025,26568.08,-8926.01999999999,-0.009246150389552454,2023-09-19 05:30:00,2023-09-22 05:30:00,3 days
22,36,271,276,27075.43278,27426.45,12636.619920000056,0.012964417701174735,2023-09-29 05:30:00,2023-10-04 05:30:00,5 days
23,35,277,278,27834.12714,27410.39,-14830.799900000038,-0.01522365468364395,2023-10-05 05:30:00,2023-10-06 05:30:00,1 days
24,34,279,280,27986.962199999998,27956.67,-1029.9347999999954,-0.0010823682750391583,2023-10-07 05:30:00,2023-10-08 05:30:00,1 days
25,35,288,299,27208.44828,34151.66,243012.4102000001,0.2551858764067674,2023-10-16 05:30:00,2023-10-27 05:30:00,11 days
26,33,313,316,36774.502199999995,37064.13,9557.717400000067,0.00787577758156588,2023-11-10 05:30:00,2023-11-13 05:30:00,3 days
27,32,319,320,37933.916399999995,36163.51,-56653.00479999976,-0.04667080459954809,2023-11-16 05:30:00,2023-11-17 05:30:00,1 days
28,31,323,325,37434.5697,35741.65,-52480.510699999955,-0.04522343153846908,2023-11-20 05:30:00,2023-11-22 05:30:00,2 days
29,29,326,330,37483.1667,37447.42,-1036.6543000000966,-0.0009536734258902557,2023-11-23 05:30:00,2023-11-27 05:30:00,4 days
30,29,332,334,37894.517759999995,37723.97,-4945.885039999826,-0.004500591908310758,2023-11-29 05:30:00,2023-12-01 05:30:00,2 days
31,28,335,341,38759.87502,43273.15,126371.69944000005,0.11644193841366013,2023-12-02 05:30:00,2023-12-08 05:30:00,6 days
32,27,342,343,44259.342,43713.59,-14735.304000000011,-0.012330775274517203,2023-12-09 05:30:00,2023-12-10 05:30:00,1 days
33,28,352,353,42743.115600000005,42275.99,-13079.516800000187,-0.010928674558295604,2023-12-19 05:30:00,2023-12-20 05:30:00,1 days
34,27,354,358,43756.25784,42991.5,-20648.461679999957,-0.017477679256677425,2023-12-21 05:30:00,2023-12-25 05:30:00,4 days
35,27,359,360,43663.272240000006,42508.93,-31167.240480000146,-0.026437373581508883,2023-12-26 05:30:00,2023-12-27 05:30:00,1 days
36,26,361,362,43515.71772,42563.76,-24750.90071999996,-0.021876181064628852,2023-12-28 05:30:00,2023-12-29 05:30:00,1 days
37,25,366,368,44267.909100000004,42845.23,-35566.97750000003,-0.03213793307441304,2024-01-02 05:30:00,2024-01-04 05:30:00,2 days
38,24,369,372,44239.4022,43929.01,-7449.412799999875,-0.007016193360768197,2024-01-05 05:30:00,2024-01-08 05:30:00,3 days
39,23,373,376,47044.94208,46339.16,-16232.987839999936,-0.0150022945888596,2024-01-09 05:30:00,2024-01-12 05:30:00,3 days
40,25,391,395,41907.15702,42941.1,25848.574499999995,0.024672229125601408,2024-01-27 05:30:00,2024-01-31 05:30:00,4 days
